ticker,date,avg_sentiment,sentiment_std,positive_ratio,negative_ratio,news_volume,sentiment_velocity
SPY,2024-04-25,-0.46755822874742003,0.17156848720039325,0.21321382053241683,0.6772997345956971,5,-0.006710738943431549
SPY,2024-04-26,-0.21294789386263624,0.137760240529055,0.2843963505380259,0.5111939801066401,3,0.2546103348847838
SPY,2024-04-29,0.15527579978696224,0.20729834374206377,0.49953100508162657,0.38106407899985095,5,0.3682236936495985
SPY,2024-04-30,-0.019751752029450304,0.09513432399854074,0.4041714397318896,0.466506398118888,9,-0.17502755181641255
SPY,2024-05-01,0.06921912334587256,0.15123247028825976,0.46024625405118824,0.4553256215080292,7,0.08897087537532286
SPY,2024-05-02,0.31216904267866646,0.2345365051331889,0.543500690188286,0.33298775499853395,11,0.24294991933279392
SPY,2024-05-03,0.18885269176545966,0.250802617563551,0.45137894213878144,0.3339668951396088,10,-0.12331635091320681
SPY,2024-05-06,0.11493809088262522,0.1835273946127219,0.5311396642889148,0.35021362944885653,7,-0.07391460088283444
SPY,2024-05-07,0.07674039218251387,0.08106075223398138,0.4928081924637119,0.4478505635150489,5,-0.038197698700111346
SPY,2024-05-08,0.15711138981833045,0.19326725875412437,0.4799999079156802,0.33757105826415235,5,0.08037099763581658
SPY,2024-05-09,0.28747257023708156,0.15277706989643292,0.489125683991764,0.2559944967396419,5,0.1303611804187511
SPY,2024-05-10,0.28664374199746856,0.1615050590980207,0.4702763075079699,0.249909318680288,7,-0.0008288282396129998
SPY,2024-05-13,0.1779527361828384,0.16949579991619318,0.5620321023453809,0.3144268753961701,8,-0.10869100581463015
SPY,2024-05-14,-0.06589021358073052,0.11814463741500816,0.3318771765479481,0.47468332092854904,5,-0.24384294976356893
SPY,2024-05-15,0.005343653138842976,0.1380698271000526,0.4634121321863849,0.4913370033084873,8,0.07123386671957349
SPY,2024-05-16,-0.0717856887425126,0.10331374955687758,0.45201530470209833,0.5225219991801802,6,-0.07712934188135556
SPY,2024-05-17,-0.062361470171643174,0.1866487101049605,0.4589257758833642,0.46222990877329106,9,0.00942421857086942
SPY,2024-05-20,-0.05783710331444082,0.11873496498598027,0.4101055894431525,0.42271258258359284,11,0.004524366857202353
SPY,2024-05-21,-0.005019555934911353,0.1115517251125816,0.38779925771724244,0.4743801623715525,5,0.05281754737952947
SPY,2024-05-22,0.028875088550658574,0.1835807815327669,0.43457140616607454,0.445640222531219,12,0.033894644485569926
SPY,2024-05-23,-0.024684960150324682,0.17194444814200474,0.4458536135104666,0.4152340393977737,7,-0.05356004870098326
SPY,2024-05-24,0.038449555320090256,0.16124094675788972,0.432083353804359,0.38062721214113454,6,0.06313451547041493
SPY,2024-05-28,-0.024559314614622664,0.08145178096171804,0.36997896202220787,0.3637627679530321,6,-0.06300886993471291
SPY,2024-05-29,-0.0600539537975145,0.087526191657953,0.46667365182859244,0.4480916304710587,6,-0.035494639182891835
SPY,2024-05-30,-0.0931471943803193,0.17316195232707354,0.34974597797784956,0.414380715899772,6,-0.03309324058280481
SPY,2024-05-31,0.10029973652806132,0.1344562997071051,0.5452427046346787,0.3549924251868419,11,0.1934469309083806
SPY,2024-06-03,0.25081018358460194,0.1641629792242125,0.593503582543863,0.3088161829857227,6,0.15051044705654062
SPY,2024-06-04,0.2703819985374057,0.11713708352058139,0.5778894213962811,0.3299516431004484,9,0.019571814952803746
SPY,2024-06-05,0.3138644156752486,0.14065368611398804,0.5599744356487725,0.28562691655303846,12,0.0434824171378429
SPY,2024-06-06,0.20600910379439633,0.1463058116019056,0.4398987933356934,0.3951093474412125,5,-0.10785531188085226
SPY,2024-06-07,0.1708261294925767,0.1482942336377913,0.4748636876932098,0.32556849458695153,5,-0.03518297430181963
SPY,2024-06-10,0.22778961098212452,0.12234302149135386,0.4891547116582162,0.31805883096618576,2,0.05696348148954783
SPY,2024-06-11,0.10967686088556214,0.1921210580242378,0.42998756000342314,0.38792661144148516,9,-0.11811275009656239
SPY,2024-06-12,0.08718931168066381,0.1972966381707652,0.5368839544053547,0.43434696793778715,4,-0.02248754920489833
SPY,2024-06-13,0.07206418509551861,0.23462328197261814,0.44918953735782735,0.3252477456851839,11,-0.015125126585145199
SPY,2024-06-14,0.07339027726799877,0.1428449935128749,0.37957985060573884,0.4123954752156821,4,0.001326092172480156
SPY,2024-06-17,0.06333840240156888,0.22136562384994923,0.440735547303424,0.37657483071187253,8,-0.010051874866429888
SPY,2024-06-18,-0.03819512933975224,0.16367060205950223,0.42550065553112243,0.37105649193170176,8,-0.10153353174132113
SPY,2024-06-20,-0.03617897911496785,0.12771135838178352,0.3923127427671415,0.4654878357519731,4,0.0020161502247843938
SPY,2024-06-21,-0.06879762839133136,0.1805241505192551,0.43164205534286687,0.3908457260814118,8,-0.03261864927636351
SPY,2024-06-24,-0.0723355226349274,0.16331512724108338,0.44328579734805373,0.41927589926142417,11,-0.003537894243596046
SPY,2024-06-25,-0.03553876170884425,0.2540450372379718,0.4756375295511736,0.41279386041141064,7,0.03679676092608315
SPY,2024-06-26,-0.002261905621956356,0.14126412783561684,0.354066406997917,0.47609108148606955,10,0.03327685608688789
SPY,2024-06-27,-0.02200887790075365,0.15614719726307263,0.3800678465363761,0.37772631989364286,11,-0.019746972278797292
SPY,2024-06-28,-0.001131284109908301,0.14274931208811434,0.42642590328006424,0.4016341502015449,6,0.020877593790845347
SPY,2024-07-01,0.04439915337799244,0.17022802116582142,0.4608479545919123,0.4312511911603268,8,0.04553043748790074
SPY,2024-07-02,0.05462779353469369,0.16916422614363913,0.4431780469947462,0.38249887578332653,10,0.010228640156701253
SPY,2024-07-03,0.056596491656542736,0.1826099514383928,0.49783408714744837,0.40113173313844175,11,0.0019686981218490426
SPY,2024-07-05,0.1837272900771646,0.16687641610860848,0.5544746035138949,0.36081095413453623,4,0.12713079842062186
SPY,2024-07-08,0.06818886042223786,0.1246303852297315,0.3881079466639424,0.34877228576162533,4,-0.11553842965492674
SPY,2024-07-09,0.07773233369742866,0.11959563439208533,0.48834161656044806,0.42566207460511435,9,0.009543473275190797
SPY,2024-07-10,-0.07620474529171753,0.16172046140851087,0.4436378881263528,0.49793453816327743,5,-0.1539370789891462
SPY,2024-07-11,-0.12596346231381472,0.0892507805261236,0.35572357912193175,0.4700996827205128,9,-0.04975871702209719
SPY,2024-07-12,-0.042841046120745956,0.19915622369579072,0.344236974601687,0.4352841079846003,6,0.08312241619306876
SPY,2024-07-15,0.07962888977450772,0.19908227907058906,0.3952706207139917,0.4341293414391364,6,0.12246993589525368
SPY,2024-07-16,0.5217085060104285,0.20203494929758142,0.6053061819418049,0.23140133797807697,3,0.4420796162359208
SPY,2024-07-17,0.34257451230899666,0.20392461069725565,0.5238145943837534,0.284903801788017,4,-0.17913399370143185
SPY,2024-07-18,0.24890660152279376,0.2366962389984586,0.4883920273340114,0.3541617124468706,13,-0.0936679107862029
SPY,2024-07-19,0.2072806983503164,0.14225620430942215,0.5031554614308714,0.32206558788473805,8,-0.04162590317247736
SPY,2024-07-22,0.25374449018282,0.17940278256645945,0.6054844088001636,0.3113579319864073,6,0.046463791832503626
SPY,2024-07-23,-0.05018882246509483,0.13318370846861455,0.47151912320353423,0.4021354134799236,7,-0.30393331264791484
SPY,2024-07-24,-0.2843722427140605,0.170812156585862,0.34620072749275027,0.5938421167118029,13,-0.23418342024896566
SPY,2024-07-25,-0.288721242057844,0.20466550093502772,0.2827589837822726,0.4665744023648322,4,-0.004348999343783522
SPY,2024-07-26,-0.009163389121036397,0.20398759057483967,0.3635882722428914,0.44843385663330276,11,0.27955785293680757
SPY,2024-07-29,0.021371597225390334,0.17109885178221176,0.45931070176161626,0.4082776778190479,10,0.03053498634642673
SPY,2024-07-30,-0.02142106380029798,0.13909444274398508,0.4825462571982691,0.458785335948311,7,-0.042792661025688315
SPY,2024-07-31,0.0035723060635812626,0.19129630956773433,0.39722734752205924,0.3723104892399655,8,0.024993369863879244
SPY,2024-08-01,-0.17785629391154836,0.22170839938551304,0.36169083390163104,0.44267246063439214,7,-0.1814285999751296
SPY,2024-08-02,-0.33608697988168573,0.26033739715405824,0.2357881791628043,0.5790993048108356,9,-0.15823068597013737
SPY,2024-08-05,-0.4782610408739544,0.18489502205879133,0.22317965930430408,0.5273842367572498,15,-0.14217406099226865
SPY,2024-08-06,-0.39260406331536024,0.18443787913286533,0.26986109438722566,0.6330566526516431,9,0.08565697755859414
SPY,2024-08-07,-0.29243790778354806,0.11552501789224853,0.32089968410385555,0.622543431473454,8,0.10016615553181218
SPY,2024-08-08,0.06815664417988754,0.24939552084789038,0.5034633721223712,0.3988328403775806,9,0.3605945519634356
SPY,2024-08-09,0.04696900935533396,0.1694142943091986,0.4948162981536896,0.40522886454578044,13,-0.021187634824553575
SPY,2024-08-12,-0.13124013716834293,0.10382601011361334,0.3431904695145263,0.49518114185985956,11,-0.1782091465236769
SPY,2024-08-13,-0.019880603026947975,0.14075478455929225,0.348329831717869,0.47911221443897745,11,0.11135953414139496
SPY,2024-08-14,-0.05022972273299229,0.15262684774027543,0.4401808941509697,0.4442788864114199,13,-0.030349119706044314
SPY,2024-08-15,-0.00681922988235828,0.25409930694866084,0.3834285785585941,0.43182881567144066,7,0.04341049285063401
SPY,2024-08-16,0.08758904688233739,0.20066611544798318,0.4871573080660101,0.40596367078410234,7,0.09440827676469567
SPY,2024-08-19,0.11914011642895099,0.1550874518710574,0.43774685722596046,0.3239543321383252,11,0.0315510695466136
SPY,2024-08-20,0.15993404797312066,0.1917483911780831,0.485866647990604,0.31215792885700927,8,0.04079393154416967
SPY,2024-08-21,0.18159540586028738,0.14422284604021995,0.5208550889541662,0.3116368220935411,7,0.02166135788716672
SPY,2024-08-22,0.0801418728608986,0.19763949175989098,0.5230538920276196,0.34892616937096094,11,-0.10145353299938878
SPY,2024-08-23,-0.0668426809384729,0.1793093721071381,0.35377357969506773,0.5062691711237576,6,-0.1469845537993715
SPY,2024-08-26,-0.05357444888265886,0.2443486505780536,0.36600035666621855,0.42990804201091987,4,0.013268232055814039
SPY,2024-08-27,-0.0182775249150859,0.17607162476350274,0.43205298917354856,0.4020200524970397,10,0.03529692396757296
SPY,2024-08-28,-0.15747486091824836,0.06383916687757835,0.40463902905496524,0.4213917871313495,3,-0.13919733600316248
SPY,2024-08-29,-0.10017308732479006,0.15088081362875366,0.40656260222404644,0.5335271852600081,8,0.0573017735934583
SPY,2024-08-30,-0.029586507255110268,0.11610677297118421,0.4549233166975521,0.443234459577441,11,0.0705865800696798
SPY,2024-09-03,-0.1406301667334355,0.23080430372716734,0.305711618531759,0.562713648169992,19,-0.11104365947832524
SPY,2024-09-04,-0.025633802449627208,0.16038903311287164,0.4295558324347025,0.3692862446227226,5,0.1149963642838083
SPY,2024-09-05,0.06667929954695995,0.21080065766144074,0.5106866418933598,0.4482257284457341,10,0.09231310199658715
SPY,2024-09-06,-0.007898703088823261,0.12980119830556397,0.440434664684507,0.4646993532187982,10,-0.07457800263578321
SPY,2024-09-09,0.033023247760304915,0.2090513831384772,0.5084014644043893,0.3597194929426732,8,0.040921950849128176
SPY,2024-09-10,-0.012471324492929182,0.11424015164780559,0.4186535359014399,0.39001292356663714,9,-0.0454945722532341
SPY,2024-09-11,0.058234692467201074,0.11781801792890384,0.39091042186548525,0.46245698527352336,8,0.07070601696013026
SPY,2024-09-12,0.1950051783020865,0.2321491716193845,0.434664626610778,0.39557602914704826,4,0.13677048583488544
SPY,2024-09-13,0.10557444733016169,0.16571188406543372,0.43481919264149294,0.35246143464803487,8,-0.0894307309719248
SPY,2024-09-16,0.0440860028658311,0.15072922585865176,0.43547788127951603,0.41508695677835655,6,-0.06148844446433059
SPY,2024-09-17,0.07306506748836891,0.14048435715202276,0.38893607959449955,0.34734672375823533,9,0.028979064622537812
SPY,2024-09-18,0.10259906677406076,0.15454049926207997,0.48842863746014764,0.39480050194569816,9,0.02953399928569185
SPY,2024-09-19,0.08587284411764856,0.18445696656730198,0.38722280503136,0.37492391469080705,7,-0.0167262226564122
SPY,2024-09-20,-0.033674554738788144,0.15219929911995805,0.34794167333558645,0.41160005318503456,6,-0.1195473988564367
SPY,2024-09-23,-0.01790723704909617,0.1220164014667908,0.4016277890987383,0.4314360084916455,8,0.015767317689691973
SPY,2024-09-24,0.01032756870923427,0.09255507405219335,0.38451730500452036,0.39358634224128614,3,0.028234805758330442
SPY,2024-09-25,0.022765935474394546,0.09648826341065526,0.4628114162243236,0.4662000524794258,9,0.012438366765160275
SPY,2024-09-26,-0.035099249529832864,0.09054488139700409,0.464300238850888,0.4134810704994142,5,-0.05786518500422741
SPY,2024-09-27,0.056740674705338355,0.15895215639790747,0.433245146795319,0.35858283469831825,15,0.09183992423517122
SPY,2024-09-30,0.010843734148228923,0.14360528956593682,0.4897734029153286,0.46949871054455994,4,-0.04589694055710943
SPY,2024-10-01,-0.024734451230424004,0.2176220560391847,0.3892107413327476,0.3894549582558258,5,-0.03557818537865293
SPY,2024-10-02,-0.07472833969119363,0.10568307659737264,0.3240773332976002,0.39901105773355433,11,-0.04999388846076963
SPY,2024-10-03,-0.02406601160934084,0.16805115411535898,0.4288568422739402,0.40976307859359584,9,0.050662328081852795
SPY,2024-10-04,0.015813390849296956,0.022314315026319226,0.4168681616293055,0.405865800724235,7,0.039879402458637796
SPY,2024-10-07,-0.023209974673889112,0.16685951468330013,0.4496222114844115,0.46785312316728467,4,-0.03902336552318607
SPY,2024-10-08,0.08091336578000385,0.15592153504521125,0.5025842938526577,0.3724579573520913,5,0.10412334045389296
SPY,2024-10-09,0.11957145049060876,0.179202055035981,0.509530837884571,0.4255102184879592,6,0.038658084710604904
SPY,2024-10-10,0.10288664823372662,0.08419391197601785,0.542473015313022,0.3274503957918309,8,-0.01668480225688214
SPY,2024-10-11,0.11612646618475524,0.13686597487054286,0.4396785758167107,0.3181124818817992,8,0.013239817951028618
SPY,2024-10-14,0.07097195174738563,0.16983639430330452,0.4013842816598235,0.37908369465789005,7,-0.045154514437369606
SPY,2024-10-15,0.11943454276016434,0.2441087596565469,0.43135009629088994,0.38102524173927355,4,0.04846259101277871
SPY,2024-10-16,0.11688451746348323,0.0771510553464198,0.42229545405897306,0.3736719825354839,10,-0.0025500252966811077
SPY,2024-10-17,0.02657477234500602,0.1827887822669224,0.4860364473280604,0.4463923176342566,4,-0.09030974511847721
SPY,2024-10-18,0.03755537781133231,0.18158919576669974,0.4465009872182913,0.38161026270951104,7,0.010980605466326288
SPY,2024-10-21,-0.06396968306547121,0.1796762677631477,0.3912287706216567,0.514614001351594,6,-0.10152506087680352
SPY,2024-10-22,0.09859168486678299,0.19207853849282205,0.5481711218259036,0.40572189195203967,4,0.1625613679322542
SPY,2024-10-23,0.03347084580961183,0.14412249319939746,0.42105519609229347,0.4681251639313947,6,-0.06512083905717117
SPY,2024-10-24,0.10928259429874082,0.24033802318583147,0.48343067972459886,0.35553285350332525,8,0.075811748489129
SPY,2024-10-25,0.007286204932086857,0.1957086083056954,0.37977627640812933,0.41319270016839305,13,-0.10199638936665396
SPY,2024-10-28,0.02503444549409789,0.18145009124643047,0.36500286155064665,0.4621770327682574,9,0.017748240562011033
SPY,2024-10-29,0.1783382040957736,0.15646294542374778,0.43325993014563846,0.31554324064779116,6,0.15330375860167572
SPY,2024-10-30,0.011241500752918007,0.2228872751876208,0.3690505290395496,0.4424320422583858,6,-0.1670967033428556
SPY,2024-10-31,-0.037516143597924614,0.11128717680002657,0.34990923841321864,0.4893035793548086,8,-0.04875764435084262
SPY,2024-11-01,0.3873299270568008,0.14933328372330143,0.5866164319438554,0.2898602857833118,5,0.4248460706547254
SPY,2024-11-04,0.23652570644003912,0.2256605362012927,0.5288635095003281,0.3627537758163366,6,-0.15080422061676169
SPY,2024-11-05,0.15521717086989192,0.21189056845865278,0.44318391589795614,0.41480096353722595,9,-0.0813085355701472
SPY,2024-11-06,0.0699712235457233,0.17122014618084241,0.38288103606819845,0.39612381931450924,15,-0.08524594732416862
SPY,2024-11-07,-0.008447868071796552,0.105540208488673,0.47000096186445167,0.48959193283712427,11,-0.07841909161751985
SPY,2024-11-08,-0.08010211954060847,0.19036646555547784,0.3575477196631166,0.43106489914767215,8,-0.07165425146881192
SPY,2024-11-11,-0.10356293669468467,0.11864599663777158,0.3682886432362245,0.4662314371984821,14,-0.02346081715407619
SPY,2024-11-12,0.03285724360790958,0.1962043340344217,0.3951145161462816,0.39799093180083095,8,0.13642018030259423
SPY,2024-11-13,0.105647258249417,0.09232521302730869,0.5053302891179449,0.4039375653607007,7,0.07279001464150742
SPY,2024-11-14,0.03737877373665266,0.09162882550473253,0.4295304682524276,0.47814152643752794,11,-0.06826848451276434
SPY,2024-11-15,-0.06042755036911504,0.12390466959488665,0.35562988247626354,0.4213228048742424,3,-0.0978063241057677
SPY,2024-11-18,0.13167161575455782,0.17644120817611178,0.46739928806718095,0.34527816261366395,6,0.19209916612367287
SPY,2024-11-19,0.09319608134580874,0.10213546052358,0.38294346266988283,0.40533074442635625,10,-0.03847553440874908
SPY,2024-11-20,0.1051397234855872,0.17465456906014795,0.5071732961870609,0.32575513072856876,10,0.011943642139778457
SPY,2024-11-21,0.07075070301633762,0.15827995362152564,0.4589151400769082,0.37913895092496297,9,-0.034389020469249576
SPY,2024-11-22,0.03611325936989611,0.19297139001515118,0.5069515116352219,0.38767190508540195,6,-0.034637443646441515
SPY,2024-11-25,0.06430975664595504,0.20380514152723975,0.45689152669532884,0.44642145864289157,12,0.028196497276058927
SPY,2024-11-26,-0.029883569716413552,0.1952776317753372,0.402728134147135,0.393438194154792,10,-0.09419332636236859
SPY,2024-11-27,-0.015211871703504545,0.24234112047641904,0.4687368011560742,0.5033385463568585,10,0.014671698012909008
SPY,2024-11-29,-0.06945386084415407,0.17936451306212917,0.37931196743281764,0.5113134049696969,11,-0.054241989140649524
SPY,2024-12-02,-0.2300059152895773,0.15192360589038192,0.2843071515639691,0.5683363959884593,8,-0.16055205444542325
SPY,2024-12-03,0.00508610143989166,0.12011056956868656,0.4894252587764756,0.477937823057795,11,0.23509201672946897
SPY,2024-12-04,-0.48336545261098096,0.21527617646508884,0.1866933096660485,0.7363496607229784,8,-0.4884515540508726
SPY,2024-12-05,-0.35364154398191994,0.08066070345034884,0.25463520345758156,0.5173879405549475,7,0.12972390862906102
SPY,2024-12-06,-0.2817866581951772,0.13939721986453005,0.35076916589955337,0.47755901700147285,7,0.07185488578674276
SPY,2024-12-09,-0.24695580746203968,0.21866377548213167,0.36635184959971734,0.472716029895816,7,0.03483085073313749
SPY,2024-12-10,-0.057105449535453656,0.18670911532083234,0.43790733311167035,0.42415478832606507,12,0.18985035792658603
SPY,2024-12-11,0.011512929391710669,0.168695527739953,0.4465206523537877,0.4902669272958069,5,0.06861837892716433
SPY,2024-12-12,-0.08485108811508445,0.29064635921828746,0.32744431540792934,0.3956544747845901,9,-0.09636401750679512
SPY,2024-12-13,-0.05237164891007073,0.1810204788873296,0.34606855458248237,0.37454648638649124,10,0.03247943920501372
SPY,2024-12-16,0.09869665974617092,0.16016234757201858,0.4830653482609611,0.37037274447012053,4,0.15106830865624166
SPY,2024-12-17,-0.019523554900558737,0.19214862928373197,0.43826397156748825,0.37543199485312284,7,-0.11822021464672966
SPY,2024-12-18,-0.13999891218137472,0.18127856330145048,0.34791716191243877,0.5411150366024423,19,-0.12047535728081599
SPY,2024-12-19,-0.05014058097585776,0.12786584363577694,0.43176281069693584,0.5202968336718181,7,0.08985833120551696
SPY,2024-12-20,0.06953706105371416,0.10543825106310069,0.3959388030701745,0.3720063512254555,7,0.11967764202957192
SPY,2024-12-23,0.05692408939103118,0.140768734327211,0.5211472488747011,0.45651307538970154,5,-0.012612971662682979
SPY,2024-12-24,0.060063728295201756,0.16902870540126183,0.5181235313586812,0.39617592618613745,7,0.003139638904170579
SPY,2024-12-26,-0.09649877688556743,0.13463716761431885,0.4451755068093251,0.4312775065742229,8,-0.1565625051807692
SPY,2024-12-27,-0.09119843021610374,0.21596019732235883,0.45248321912294176,0.45113027281164964,5,0.00530034666946369
SPY,2024-12-30,-0.19735347767300387,0.21026059713670808,0.39736239277718,0.48658962372022346,11,-0.10615504745690013
SPY,2024-12-31,-0.20838238210559765,0.27824850836034476,0.33481078968327266,0.44519462962757217,11,-0.011028904432593772
SPY,2025-01-02,-0.13484559876216407,0.1855908354315058,0.3543964648171433,0.5581164621570823,8,0.07353678334343358
SPY,2025-01-03,-0.040852223290323265,0.15564705010390348,0.4791174368120225,0.3872296535626675,11,0.0939933754718408
SPY,2025-01-06,-0.14392693745011886,0.17833288683653276,0.36741060221480726,0.4838998642052554,4,-0.1030747141597956
SPY,2025-01-07,-0.13768688839562632,0.17502368523763098,0.4301401073061433,0.4331874481629037,8,0.006240049054492547
SPY,2025-01-08,0.01484066527854401,0.05082601087098441,0.4571753373322756,0.36787140796358425,7,0.1525275536741703
SPY,2025-01-10,-0.11941885960282059,0.16376294510221343,0.3214831381447935,0.5482189285136457,8,-0.1342595248813646
SPY,2025-01-13,-0.136692437558183,0.23305969702885213,0.3041831628019388,0.5177272469357627,8,-0.017273577955362412
SPY,2025-01-14,0.08965735674417857,0.16759943509944128,0.4099788444235856,0.3700703119342073,5,0.22634979430236157
SPY,2025-01-15,0.18524492432971723,0.15917417716491128,0.527458625136414,0.3711297922212934,12,0.09558756758553866
SPY,2025-01-16,0.02294143283188252,0.03722644504913254,0.4647516247952922,0.4017592174767283,5,-0.1623034914978347
SPY,2025-01-17,0.1794761195355679,0.23724588317786674,0.4298884265782648,0.32849140267544436,7,0.1565346867036854
SPY,2025-01-21,0.1462004968673116,0.10081864731617102,0.4190991249226556,0.41141295444266673,7,-0.033275622668256316
SPY,2025-01-22,0.07021607327729808,0.2704039440790637,0.41723859068857105,0.3849494082348795,11,-0.07598442359001352
SPY,2025-01-23,-0.0027643762246727516,0.016716327952988354,0.3582588785782433,0.3901146612204301,5,-0.07298044950197083
SPY,2025-01-24,0.0759886151114143,0.13429200707183633,0.4361724243952336,0.3880797309229993,11,0.07875299133608706
SPY,2025-01-27,-0.02586565402775156,0.12289969985728327,0.3804742151095925,0.45678688044387517,7,-0.10185426913916587
SPY,2025-01-28,0.15062275954400442,0.17904278142914132,0.5316663706428139,0.41260293842351725,9,0.176488413571756
SPY,2025-01-29,0.06188021386779703,0.17831835117378445,0.45294970727127104,0.44716685514027354,6,-0.08874254567620739
SPY,2025-01-30,-0.45255392922492554,0.16927575196446104,0.20149743156345262,0.560112533264469,10,-0.5144341430927226
SPY,2025-01-31,-0.407909530970132,0.26090300985474796,0.255775619535914,0.5186557090353181,10,0.04464439825479355
SPY,2025-02-03,-0.32416571027647995,0.20174370923760593,0.249498361937752,0.5946377993144224,4,0.08374382069365205
SPY,2025-02-04,-0.3298176872808142,0.15907191898259868,0.24735962284306098,0.5452713858469894,7,-0.00565197700433423
SPY,2025-02-05,-0.0127703194699966,0.14686169607408983,0.37823982259912353,0.4787370937347228,8,0.31704736781081755
SPY,2025-02-06,-0.008516416338038828,0.15433108646160265,0.4876352933678664,0.4703592557381121,9,0.004253903131957771
SPY,2025-02-07,-0.17982515332291205,0.2069889928085302,0.32317495292583126,0.4968502155773133,6,-0.17130873698487323
SPY,2025-02-10,-0.09860898053442316,0.11924223409272312,0.44663067276413737,0.5297812175578149,9,0.08121617278848889
SPY,2025-02-11,0.03372724981711792,0.13770132962361573,0.412255965149977,0.4612794073733983,3,0.13233623035154107
SPY,2025-02-12,-0.08407481406512032,0.11047059987023915,0.4094378248383256,0.4819442187889781,7,-0.11780206388223824
SPY,2025-02-13,-0.13495973789195503,0.1618552336677406,0.40103802686445755,0.40535592290779887,5,-0.05088492382683471
SPY,2025-02-14,-0.1418018684242616,0.17813927270254665,0.321023752701068,0.42796117152215546,4,-0.006842130532306562
SPY,2025-02-18,-0.03645184524202566,0.07818253798493528,0.48080276366977176,0.40058622607949734,7,0.10535002318223594
SPY,2025-02-19,-0.026184361172178535,0.1721662555622905,0.44585732766790637,0.4136968768422959,6,0.010267484069847125
SPY,2025-02-20,0.017920439104526453,0.08598302929352893,0.4217155901211963,0.45350598783833085,7,0.04410480027670499
SPY,2025-02-21,-0.0770300563218662,0.15833606122170896,0.41546502451238415,0.5216949025305715,10,-0.09495049542639265
SPY,2025-02-24,-0.053216833447700326,0.1795438393841237,0.4123002499154906,0.40170949050321303,7,0.023813222874165874
SPY,2025-02-25,0.10817836198718057,0.17529115328074196,0.5055541706547136,0.4392062549938941,11,0.1613951954348809
SPY,2025-02-26,0.10074672549341698,0.05592398837585892,0.5158497108941608,0.40193327853330546,7,-0.007431636493763591
SPY,2025-02-27,-0.05282283162212644,0.13262307916343125,0.3670052129217019,0.370395657533248,7,-0.15356955711554343
